ES
4355.9
2133.6
5172.8
3463.1
399.9
1423.2
346
1305.8
18.9000000000001
-1609.3
2533.5
1018.8
2242.9
1067.9
1903.4
441.4
181.6
426.3
2218
134.8
453.2
1202.7
23180.4
3854.5
417.6
3501.8
3495.2
7.6
1836.6
1524.4
152.4
3030.4
1902.1
3774.7
884.9
3382.5
28707.1
713.099999999999
5152.9
-305.799999999999
409.8
-102.6
6852.1
869.3
419.5
2357.1
2.7
4711.2
1285.3
103.7
419.000000000001
1077.4
108.8
3.6
1686.5
5773
323.7
1.2
1232.9
842.5
1316
15246.7
567.5
-1.6
1685
13.4
270.9
1186.4
453.9
5329.8
2909.8
1289.2
1560.6
2909.4
5100.9
376.499999999998
471.1
482.6
1
3310.6
-147.7
1133.9
20641.6
2564.7
59.2
1
947.4
451.9
509.3
643.9
947.3
800.1
244.4
86.5
12562.8
38538.4
1161.1
723.1
-29.9
250
117.5
44407.7
14699.7
1145.9
1584.3
3500.9
2159
492.6
360
309
3206.8
3936.6
4848
127.8
501.1
60.2
763.8
220.8
3973
100.8
1533.8
529.2
270.1
1087
3688.7
1298.6
50.9
102.3
1226.1
-11.1
65.5
237.9
1908.7
290.4
3762.6
59.5000000000001
246.7
2675.8
161.2
280
313.8
-148.5
645.1
132.6
-3.7
203.8
641.4
17.8
3376.2
328.2
3889.2
272
2427.9
323.4
2190.6
5447.5
2715
4711.5
703.1
12267.4
484.3
1831.4
1807.1
95.1000000000001
379.8
110.3
2233.2
589.6
7783.4
1238.8
1909.3
-954.3
430.6
80.1
29.9
195.6
1922
2.6
238.5
57.1
2344.1
14444.2
922
2444.3
2359.2
982.2
2269.9
8639.2
743.3
2598.3
252.2
643
120.9
1554.1
2858.7
271.1
1260
7610.5
-11.6999999999998
507.7
1243.2
654.1
334.9
831.4
6408.2
866.8
3858.5
7655.7
13232.5
14542.6
75.0000000000002
270.2
1331.9
1212.6
2192.6
693.4
624.3
187.2
3844.4
-1083.8
1766.4
36.7000000000016
2482.7
704.4
2497.9
1086.5
183.5
3927.8
1860.8
3073.1
1775.6
2881.7
14663.8
76.7000000000002
737.1
594.4
1300.6
33.2
306.4
1030.5
663.6
-1
-123
1266.1
63.3999999999999
14101.5
-51.5
524.3
869.8
54.7
8196.1
1128.2
6143.8
131.1
31820.6
2483.4
3214.4
1777
157.2
177.4
5490.80000000001
1344
1280
1695.4
7.99999999999999
1845
1864.2
4737.1
2594.4
6698.3
3472.9
1246.4
2249.4
1694.3
5.7
956.5
3780.1
371.6
2318.7
1068.1
-338.3
223.1
1.4
629.4
2139.8
1792
2063.5
1257.2
6343.3
352.7
2235.7
-141.5
3448.1
2.3
1
-0.8
1
1
1.5
0.9
3
1.5
1
3.1
3.7
3.2
1
1
1
1.7
2
0.6
1.2
1.6
1
0.6
1
3455.8
0.3
1.5
1
2
2.1
2
3.7
1.8
4697.1
391.2
1411.1
643.3
1.9
1
9.1
1.6
1.9
1.6
0.5
1.8
468.2
1.9
3.6
854.4
59
443.4
1
2.3
1
2
1.2
1
1
249.2
0.8
1
0.6
1
1
1
1
1
1.2
1.2
1
1
1
2
1
0.6
1
2.5
1.4
1
1
1
1.2
1
1
1
1
6.5
0.7
1
1
2
0.699999999999999
1
7
1
2
1
2.7
1.6
5.4
2.3
0.7
1
1
2.1
1
1.2
0.2
2
0.9
1.1
2.9
1.4
0.5
1.8
2
1
1.2
3.1
0.7
1.4
2
1.5
1.2
1.5
1
2.6
12
1
1
2.3
1
2.3
1
2.5
0.6
1.8
1
0.5
1.4
3.2
1
1
0.7
0.6
1
0.5
2
1.8
4.9
1
0.6
1218.4
1
2
1.7
1
0.6
2
2.6
1.9
1
1.4
1340.6
1
2
1
1.3
8.3
1
1
1.3
0.6
1.6
1
1
0.9
4.1
1
1
2755.6
-0.599999999999994
0.5
0.5
1.5
1
1
1.8
1.6
0.800000000000001
1
0.6
330.6
2
1
1
1.5
1.2
0.5
0.5
379.3
302.6
284.9
0.7
0.5
2077.1
195.6
1.4
1
2
1.5
0.6
0.7
36.2
-88.1999999999999
137.4
0.800000000000001
1149.2
4191.8
320.5
575.5
423.8
485.2
80.8
410.4
71.2
655.6
209.9
-3.6
1529.4
1231.9
0.5
1.5
2368
545.7
898.1
4747.8
-104.1
-94.8999999999999
147.3
229.1
1344.8
5171.4
0.2
1
1
0.7
1092.7
156.4
107.6
1
2753.2
1.8
1.3
1
212.8
249.3
21.7
-4.09999999999997
104.9
418.1
329.8
1698.5
5767.1
721.9
305.7
-1720.8
82.6
450.200000000001
1734.4
2643.8
1740.4
152.7
123.3
48080
33073.3
778.7
-1092.7
4556.8
1254.5
908.7
2736.9
757.7
1041.5
0.6
850
74.2
995.5
105.8
755.1
1973.4
5411.5
0.7
11
827.6
2046
1865.2
0.6
4632.9
4
-0.0999999999999996
1
1
2.2
1
1.4
0.6
2
0.6
1
0.3
0.6
2.2
1
1
1
1
1
1
1
0.6
1
0.6
1
1
5979.3
9920.7
308.5
1.1
0.5
2
1
0.6
1526.4
0.6
-0.600000000000001
1
-1
2780.8
1
0.0999999999999992
2198.1
96.9
1
1
1
654.4
1.3
3.6
3.1
1
1
1
1
1.2
1
1.3
0.6
0.7
1
0.8
1
0.9
1282.1
389.3
1
49.4
1
9.1
1
6070
2.5
0.6
1
0.6
4816.4
7105.2
1
1
1
0.6
1
0.800000000000001
-1
2482.4
3257.1
510.3
450.9
1524.2
14568.4
14
514.9
476
475.5
428.6
449.5
273.5
483.2
9.00000000000003
267.6
452.8
620.5
517
429.4
427.6
519.5
473.8
480.6
558.7
535.5
394.5
493.5
435.1
471.6
81.3
457
168.1
0.800000000000004
502.2
555.6
469.9
71.3000000000001
498.8
477.4
508.8
435.4
652.5
466.6
479.2
412.5
3746.7
154.6
5298.5
494.5
3073.1
2657.5
825
122.7
1888.4
8634.9
1962.3
2475.2
-30.3999999999996
-151.6
-271.4
428.7
399.6
388.8
421.4
421
519.1
420.3
437.8
100.6
426.1
519
253
1353.8
600.1
3499
586.2
3612.4
2434.6
1991
-160.6
464.8
1578.4
-671
2610
6150.9
229
571.9
324.8
-847.8
6653.3
7673.2
1095.3
1957.7
2975.7
1255.8
2613.5
575.3
548.5
295.4
565.1
166
515.2
567
1068.6
8.2
1.9
616.8
2531.3
3.6
1.8
1.1
694.2
2.4
1
1
2.4
2.8
1.5
1
12
1.8
1
5.1
4.1
7.8
1.9
1.2
0.7
2
1.2
2.1
1.9
4706.7
18.5
2.3
1.5
17.1
1.1
1
1
