,CONTRACT_KEY,CONSUMPTION_VAR
965,142791500,87.1846339778
966,142791511,89.8334568359
967,142791525,33.539992235
968,142791576,6.04250963975
969,142791589,14.9801636345
970,142791597,5.39401369857
971,142791610,40.3293967378
972,142791622,32.2893554177
973,142791630,103.622638401
974,142791631,45.7745641873
975,142791656,9.17565325151
976,142791657,46.0145905143
977,142791659,211.732374741
978,142791665,23.4032724257
979,142791670,39.0170446946
980,142791680,38.8154683859
981,142791689,28.8035046926
982,142791693,41.3388425152
983,142791694,144.322932259
984,142791697,144.631057114
985,142791699,2.52437156184
986,142791759,57.9780475071
987,142791767,8.04358808075
988,142791787,105.47352451
989,142791792,32.1373119815
990,142791800,255.819482428
991,142791801,16.1010578667
992,142791805,159.420930531
993,142791806,5.92642392388
994,142791808,0.301735162142
995,142791817,1.56922046112
996,142791823,40.4051491931
997,142791833,15.4476895436
998,142791836,55.7013163267
999,142791838,27.0001327753
1000,142791913,109.102858853
1001,142791918,61.0250141847
1002,142791921,48.0241006463
1003,142791922,195.813356882
1004,142791939,218.539188372
1005,142791941,25.8170441244
1006,142791944,63.0008855939
1007,142791948,114.352093722
1008,142791950,10.206674454
1009,142791958,138.858552781
1010,142791982,
1011,142791998,1.56585333524
1012,142791999,54.9798950052
1013,142792016,9.96920233819
1014,142792061,36.4242853907
1015,142792063,15.3166612285
1016,142792074,30.2267945352
1017,142792077,79.0011186974
1018,142792105,27.9334123106
1019,142792149,48.6364885801
1020,142792152,26.8593778946
1021,142792157,112.777862471
1022,142792168,35.1147487248
1023,142792177,14.1952203971
1024,142792181,25.4707532224
1025,142792187,15.1081312904
1026,142792208,146.829691214
1027,142792229,21.0850288891
1028,142792230,116.419991687
1029,142792236,39.9869253725
1030,142792251,151.347459386
1031,142792283,0.396681562726
1032,142792284,62.9451798775
1033,142792292,147.317726494
1034,142792293,143.029859504
1035,142792300,94.4382340752
1036,142792310,90.6068215999
1037,142792324,83.4671067239
1038,142792328,27.3981624756
1039,142792329,294.493438683
1040,142792336,424.687682274
1041,142792339,44.0392079741
1042,142792345,509.768015593
1043,142792359,90.5134378059
1044,142792376,41.2666660574
1045,142792377,24.5143817137
1046,142792443,7.60137183063
1047,142792449,
1048,142792454,80.6045462289
1049,142792479,1194.6419106
1050,142792482,39.5596883505
1051,142792503,146.545871125
1052,142792532,77.3437540752
1053,142792549,58.9970033676
1054,142792552,5.55995454852
1055,142792571,13.3443793163
1056,142792595,30.5180678601
1057,142792599,4.67059257359
1058,142792610,31.3048225173
1059,142792614,134.596049869
1060,142792615,58.4598492372
1061,142792623,22.2531626897
1062,142792635,103.194140844
1063,142792638,149.466128527
1064,142792650,89.8360030053
1065,142792657,34.0072861842
1066,142792674,48.0264348258
1067,142792769,11.2580791475
1068,142792774,26.4656940481
1069,142792819,26.3490663839
1070,142792832,7.88304920027
1071,142792852,50.8761691735
1072,142792903,9.56861141304
1073,142792913,43.2127918951
1074,142792920,46.9799504894
1075,142792921,0.071961458699
1076,142792926,6.10317877241
1077,142792962,97.9146488598
1078,142792974,112.723277729
1079,142792980,107.334454756
1080,142792991,161.828661253
1081,142792995,38.3839814665
1082,142792999,51.9147051335
1083,142793136,71.4527115417
1084,142793138,192.379307723
1085,142793272,25.3621953958
1086,142793282,57.4267230067
1087,142793287,119.362111993
1088,142793296,7.04531227953
1089,142793321,4.97874989488
1090,142793322,28.6332729539
1091,142793324,69.6055861367
1092,142793330,80.5026868662
1093,142793353,12.8834891249
1094,142793356,
1095,142793366,71.8745662993
1096,142793372,32.5145243692
1097,142793374,134.572426989
1098,142793408,17.4995188543
1099,142793423,8.08899652964
1100,142793545,23.5930958796
1101,142793552,35.0870185201
1102,142793556,52.6245467669
