CONTRACT_KEY,M1,M2
142609433,1.6363600192,1.81362183049
142609445,203.26369734,206.238785576
142609540,65.1280048765,52.2430011717
142609621,83.7891955676,110.768140111
142609657,10.506758481,-17.8016937432
142609843,-6.29998106292,-89.1112715206
142609888,-17.4281975172,-224.547310345
142609952,22.2689229557,13.5777355665
142609977,-109.566310148,-1017.66335685
142610013,31.1294283351,26.542636751
142610025,44.2336893268,55.9630292282
142610050,205.786787941,247.691697813
142610066,33.6520533333,49.4728533333
142610297,187.507878463,258.709907547
142610596,41.8001339901,29.7594072906
142610707,316.718783634,117.660303988
142610820,33.8331365517,36.8611751724
142610871,47.7852374384,52.6225024631
142610898,65.8877200881,73.2705844571
142610901,10.1813755697,13.6879991242
142610934,16.2299607285,16.0206022501
142610946,50.7715089655,-8.59383172413
142610984,125.880900099,133.727438818
142611004,24.7015919373,24.9651888018
142611104,28.6773046001,19.3674768338
142611162,134.025205911,150.791818719
142611180,19.1962167488,-9.82737339902
142611215,0.22926644027,0.322742462059
142611231,15.9574510345,12.4055834483
142611241,10.4222879466,10.5572475017
142611301,337.522383129,513.965910627
142611330,38.4259430148,-55.4037873498
142611451,4.34039802956,4.87080985222
142611454,23.7627596644,-4.74869025782
142611559,84.4523620887,21.1560720394
142611797,32.5270682599,29.6908115865
142611856,2.96836413793,3.85765517241
142611860,39.3935372611,-1.64473568473
142612141,155.251540493,226.115240985
142612188,0.102401,0.102401
142612331,20.2415038424,-17.2859876256
142612475,-32.1619260764,-131.267188966
142612476,44.9498920413,47.6374674233
142612515,135.926374601,160.9505543
142612550,11.5830982144,-1.11654448625
142612551,131.70164245,156.72837873
142612585,69.6167207094,71.6743705222
142612621,47.6321068937,34.9460917383
142612651,259.883456946,292.701269754
142612710,94.5278360591,131.509343842
142612771,183.590109951,160.62388335
142613264,54.8390941798,67.1149574286
142613266,51.166208,-2.0411497931
142613279,176.235237468,157.731183143
142613319,76.7712926897,-36.6610361379
142613406,36.6646983251,42.8774021675
142613533,431.920516414,445.843244138
142613535,18.4142742069,7.54680937931
142613582,315.782860296,436.991102108
142613670,488.16246541,652.010820916
142613722,237.740153064,301.0923293
142613765,163.698506404,202.322474877
142613776,-21.1098457086,-150.857028597
142613823,140.72962896,177.585819385
142613834,21.0251815216,2.30314739614
142613951,17.3351849704,10.8072151478
142614007,43.6732948396,44.5734310273
142614033,86.5638337779,86.5558632842
142614063,55.8876903325,-7.47810564532
142614068,0.102401,0.102401
142614111,177.752038778,-101.518986719
142614143,102.683819507,-48.837677399
142614195,166.172525714,231.742701084
142614202,57.6069359606,65.6653367488
142614214,8.18023661084,-52.1936431921
142614220,148.374807576,216.268490324
142614226,543.594142897,483.169385931
142614349,157.690375567,144.592169616
142619140,105.269625606,-109.008625447
142628881,0.102401,0.102401
142630898,5.29761519027,-11.9893567674
142632405,29.1543563486,32.3223219221
142634765,2.28316689655,2.01516137931
142635126,107.984431921,92.6153521182
142659305,47.687050089,50.8723917858
142659600,89.8552433498,92.107639803
142666553,-32.0001954199,-970.073172519
142669885,0.613287187284,-9.50440956462
142671944,341.226189484,492.510134091
142672517,1.945601,1.945601
142673835,75.0535547494,88.9981861926
142674993,162.028956269,232.445548366
142674999,187.159338963,252.901515406
142675034,0.4096,0.4096
142675060,4190.5152,4190.5152
142675061,166.433778324,120.286693626
142675176,57.2865702463,66.9122963547
142675214,13.0365212921,-40.5888943181
142675287,31.3709328647,49.0362826011
142675333,79.7062981818,96.0856436364
142675334,56.6839487685,-45.3598707389
142675356,2.02915641646,1.19285969624
142675371,63.333391133,75.5479960591
142675444,1.54162969275,0.329253125768
142675530,21.7336380952,30.8668952381
142675534,263.808429924,406.394958168
142675561,97.5315862069,94.112662069
142675631,9.06605582365,4.90535810822
142675662,27.7211428571,46.4232087912
142675792,50.4160599015,54.4290301478
142675931,11.2802175369,4.92079921182
142675942,1.62029658428,2.19273490697
142675965,24.237869794,32.4320912894
142676106,55.9387184236,42.4622991307
142676129,179.473650128,86.1038420493
142676159,58.9891846305,72.2105127094
142676299,88.8717291823,54.3682660887
142676300,-280.166778325,-1151.941859
142676377,122.543038424,134.161100296
142676429,28.9676989163,15.7921481773
142676431,129.137794032,114.681066281
142676459,82.2780051479,118.12121175
142676538,222.661490854,191.241588442
142676539,96.2947159819,121.79112295
142676588,25.0368,30.0405251908
142676590,62.2556992315,74.7038972217
142676615,12.1423083982,11.6967467034
142676665,80.1841355772,-15.5273258931
142676687,141.403352906,160.207776158
142676904,66.0108888276,66.8789936552
142676931,117.704397138,143.913122551
142676962,10.4596607363,14.9879721393
142676974,219.153189533,349.632766654
142677034,52.6446975369,56.8895054187
142677117,75.6619980296,100.889171232
142777175,78.3124178901,118.918382502
142777236,63.4826105263,57.7460547368
142777239,-7.54121335338,-72.8684482406
142777246,34.3420107755,46.0850722332
142777247,13.9839255204,19.575654448
142777258,69.7086815392,77.3695535976
142777296,222.245126305,324.34115468
142777311,109.034394409,32.5465424729
142777466,229.782225254,267.897922514
142777578,13.889536,13.889536
142777617,10.1823913222,3.95534999621
142777679,68.3329677241,23.1174708965
142777693,93.3279182878,139.792073952
142777760,530.169265883,853.965692117
142777820,21.3459031888,24.3908881253
142777842,15.6660974428,8.88537065949
142777857,30.1213317697,22.195648768
142777866,19.3501162428,-21.6546205147
142777889,159.762815369,165.056219429
142777968,163.557123783,151.074240946
142778058,156.711799803,218.707483744
142778078,64.8656835468,87.5171436453
142778086,215.781118616,319.321456025
142778132,13.1247426653,13.4919154969
142778169,92.4315254537,94.5814494909
142778483,1.11445168059,-0.678266224264
142778492,379.904,-464.128
142778537,0.102401,0.102401
142778583,4.5568,5.7088
142778729,43.8721904384,-44.2557867438
142778803,45.919262266,53.4265190148
142779109,83.0314132808,88.6355735961
142779193,-1.39264058142,-70.7250048785
142779244,-41.45152,-73.55392
142779292,170.992761064,156.498020887
142779324,99.1132878818,144.28084335
142779383,22.7138585222,18.6268122167
142779384,24.2367120177,22.2261697561
142779423,185.162934445,248.413422081
142779457,88.3131901478,97.9927140887
142779484,1.90174574047,1.93674772105
142779643,384.92054069,447.965395862
142779661,77.5276453202,69.5230423645
142779878,59.2381478916,67.745923335
142779904,4.427776,4.427776
142779936,18.4376570686,9.03479532044
142779966,68.1347531701,65.4960174997
142780069,130.899231527,170.339020296
142780079,7.27214508039,3.06233620579
142780085,61.6753715446,68.2306067033
142780186,88.5765065125,92.9147840497
142780335,42.9981635468,53.2668153695
142780365,41.8245888063,65.2135500994
142780403,67.9001239657,94.2133268054
142780424,64.5285958621,82.3165351724
142780435,15.2371972202,10.5173532526
142780528,14.7463007028,25.8848370304
142780543,40.5298880997,-145.578762368
142780713,6.9793663692,9.50297467198
142780795,4.09305543866,-59.2133550157
142780828,-23.4085924164,-75.8915426022
142780835,71.6113473958,71.7455154708
142780854,22.8880706264,19.4884754807
142780905,15.4675905234,27.2496837466
142780929,105.188773705,8.46247680422
142780951,112.672409818,75.9254938768
142780962,4.49093585871,0.856194522651
142780971,6.37185751621,-48.7734926273
142780998,-16.1412361346,-85.6264281611
142781100,-1.23368085354,-8.59413087323
142781180,123.395066392,123.512467956
142781229,0.138133279437,0.109566500407
142781285,184.789844216,244.707456577
142781321,256.649188593,413.613503498
142781327,14.9827583241,-12.6854312199
142781343,63.9046821428,85.1916967925
142781349,-4.37669430645,-11.0230836178
142781420,46.7735708374,42.1974258128
142781432,84.4917921495,111.43401271
142781454,11.0187927309,7.47782664805
142781455,1.0468245696,1.16881261401
142781473,151.893668576,156.804219607
142781521,2.91049870849,2.76443529299
142781526,6.33911536597,10.1657023443
142781527,24.4720428524,5.6892578922
142781531,50.1389659517,59.1874784437
142781542,300.755993222,431.362875271
142781570,0.047537146789,-0.122972944954
142781611,13.2549742432,13.1086776664
142781672,349.470195362,442.805787724
142781674,36.2874169587,35.1851997197
142781713,8.40870986523,11.2921254987
142781723,31.2835990129,46.5800562151
142781766,26.4585165215,29.8504858051
142781823,67.3417205911,80.3747184236
142781843,66.2851341872,87.9997856158
142781847,-7.21909717451,-18.2683514681
142781912,103.857257931,144.120584828
142781922,9.44503802956,-18.1614218719
142781963,56.6565580296,70.343604335
142781988,55.9516006335,59.4876177982
142781999,59.04368867,43.9951259113
142782002,0.204801,0.204801
142782017,11.6656470745,21.5546219814
142782034,471.943074777,638.08199098
142782087,6.03127163568,7.26268750608
142782122,30.2889966599,35.7957184713
142782131,200.108306187,-257.894047866
142782170,168.380052808,232.19169734
142782179,75.2449071921,82.8758005911
142782265,68.8449914524,72.7870168393
142782296,-12.5517456898,-50.3943149721
142782351,54.1891698036,83.7335343399
142782354,0.21659117301,0.256851380623
142782387,88.4147578325,-4.9221510936
142782422,35.5038932286,39.5996418568
142782449,303.234530074,-801.61140659
142782461,16.894976,42.622976
142782530,8.32075071747,9.5022316289
142782543,266.404647094,320.79856867
142782550,0.921601,0.921601
142782578,288.082197438,289.804560394
142782634,37.0005333333,88.566247619
142782646,62.9637927094,70.8017812808
142782664,233.768601852,113.01159598
142782671,73.1567542302,96.5020625101
142782677,17.795959803,12.6292492611
142782777,378.874713537,358.819789557
142782813,317.652120155,-40.4793501928
142782828,0.482151962398,0.163063565004
142782843,0.18432,-1.50528
142782877,66.6709249261,89.8885864039
142782906,47.5584189163,63.1701564532
142782933,65.326992656,90.3520193939
142783023,169.052717617,239.738010182
142783027,85.2003613005,88.998866601
142783047,82.880496867,6.57178987192
142783050,607.9605533,775.969746601
142783059,97.3304433498,85.4071487685
142783063,17.5536368198,22.6618196
142783107,69.9041670936,28.6767921182
142783111,71.5576748768,75.6062076847
142783214,153.995037005,85.1820100098
142783219,12.0109821002,-9.12112253518
142783232,215.535039994,303.472900982
142783240,107.032423879,108.978698564
142783284,94.5646611321,120.738970566
142783288,99.0367854975,86.5856063054
142783294,131.393397877,157.580594043
142783309,51.8144,51.8144
142783315,115.536104039,120.571308768
142783322,196.602411663,235.609683877
142783328,142.83822367,133.697404202
142783335,175.120167113,116.541288675
142783365,156.955178872,213.845735715
142783378,167.890041064,235.441005714
142783389,53.4218257713,56.837409654
142783424,57.424759803,52.3565651232
142783444,109.140961687,57.651563064
142783447,36.9179923484,-44.6957453805
142783450,25.9680346798,-15.3287251232
142783460,64.2718997151,106.896274807
142783488,193.837782342,138.609457133
142783503,1.30245714035,1.73361503509
142783542,210.192666342,286.974237411
142783547,42.4357978595,29.9383532769
142783549,13.5897972865,-3.61031879534
142783574,224.57013598,267.182180892
142783627,76.1919488,50.1747081846
142783720,42.4819969261,16.1627050246
142784044,9.03611614079,2.66753838809
142784058,4.25952319666,3.36399649322
142784091,72.2608047291,44.2677722167
142784107,176.546118462,211.20752123
142784188,24.6665458128,20.8023330049
142784189,0.1024,0.1024
142784262,49.1997596363,-207.470698644
142784275,25.4412272499,12.2366815401
142784278,4118.7328,4118.7328
142784291,109.137244176,146.213996973
142784302,4.988928,4.988928
142784336,121.975172595,143.496711877
142784433,30.7784273623,31.0958451014
142784440,37.2710300943,44.599597274
142784499,47.2009279517,66.3527138057
142784577,6.57246315789,4.07429774436
142784588,4.99497674419,4.09748837209
142784662,26.2395305837,-171.980467522
142784788,1463.03396952,2881.8545515
142784881,23.7737425455,21.1164625455
142784930,198.896105325,157.476995236
142784961,318.916973202,237.476019576
142785011,171.154749296,75.901115493
142785087,2.18127133005,-11.8438463054
142785140,43.6014950751,61.5469867346
142785273,266.561192865,328.370831695
142785301,43.5169027783,31.5116781084
142785315,138.633661787,148.512636138
142785328,145.437075547,-77.4522930443
142785339,60.6385157044,50.7247025813
142785420,61.0458861084,64.3787791133
142785475,2.46591356137,2.71423871227
142785552,28.5176495961,9.26436818401
142785557,277.267541626,363.786623182
142785603,8.0063236888,8.79957788179
142785611,44.7991873016,38.2851012589
142785627,249.66515764,359.015267591
142785657,400.953861105,585.85252139
142785670,59.338706601,38.501391133
142785763,205.140553143,249.768965044
142785766,85.5654803547,102.053191882
142785767,35.5655310784,42.1033669228
142785798,115.562057143,86.9449142857
142785941,-70.6669266823,-408.638518212
142785960,117.296803941,120.438794089
142785964,16.8661308542,10.8899216734
142785969,-4.15266133333,-23.7145189957
142785980,14.503526117,18.2411143252
142786005,13.5967274877,-39.0554608867
142786023,419.195420359,527.279789824
142786031,29.6120411719,39.5729395484
142786049,156.194452808,175.503410443
142786068,25.216075665,16.6680465025
142786131,98.6387168473,124.184666798
142786142,34.6965047488,6.46241860098
142786143,88.7985493333,186.899611152
142786245,552.309023355,675.436638537
142786338,71.6876169458,75.3166628571
142786411,-4.9340614876,-12.7006995041
142786415,23.7605328079,22.0231125123
142786449,21.9673221675,26.1947270936
142786471,40.698450175,-91.2927407764
142786487,244.281165726,337.364893543
142786577,-14.2415072662,-59.0342257199
142786647,5.52643465331,-16.0129799903
142786693,-1.54244630353,-23.5642954511
142786706,176.626985616,225.644150542
142786778,-2.60522666667,-21.2189866667
142786858,23.3806187192,27.9115160591
142786889,7.16060345507,-14.0867509797
142786903,371.324586667,558.831786667
